Binomial,bs_g,log10_bs,lognat_bs,,,
Chaetodon_ephippium,147.12,2.167671716,4.99124858,,,
Chaetodon_fasciatus,119.97,2.079072659,4.787241712,,,
Chaetodon_flavirostris,86.73,1.938169346,4.462799845,,,
Chaetodon_guttatissimus,40.58,1.60836064,3.703387233,,,
Chaetodon_kleinii,32.68,1.514282048,3.48676327,,,
Chaetodon_lineolatus,521.83,2.717532791,6.257350493,,,
Chaetodon_lunula,150.96,2.178861887,5.017014901,,,
Chaetodon_lunulatus,64.55,1.809870477,4.16738078,,,
Chaetodon_melannotus,43.75,1.640978057,3.778491613,,,
Chaetodon_mertensii,33.80,1.5289167,3.520460802,,,
Chaetodon_meyeri,188.85,2.276125376,5.240972361,,,
Chaetodon_miliaris,55.68,1.745699227,4.019621016,,,
Chaetodon_multicinctus,32.03,1.505556939,3.466672964,,,
Chaetodon_nigropunctatus,64.55,1.809870477,4.16738078,,,
Chaetodon_ocellatus,72.07,1.857754522,4.277637869,,,
Chaetodon_ornatissimus,155.52,2.191786248,5.046774341,,,
Chaetodon_paucifasciatus,41.67,1.6198235,3.729781445,,,
Chaetodon_pelewensis,42.91,1.632606679,3.759215802,,,
Chaetodon_plebeius,33.50,1.525044807,3.511545439,,,
Chaetodon_quadrimaculatus,54.10,1.733197265,3.990834186,,,
Chaetodon_reticulatus,114.32,2.058122216,4.739001534,,,
Chaetodon_speculum,45.85,1.66133934,3.825375199,,,
Chaetodon_striatus,98.00,1.991226076,4.584967479,,,
Chaetodon_trifascialis,81.80,1.912753304,4.404277244,,,
Chaetodon_trifasciatus,46.50,1.667452953,3.839452313,,,
Chaetodon_ulietensis,59.90,1.777426822,4.092676505,,,
Chaetodon_unimaculatus,47.37,1.675503385,3.857989117,,,
Chaetodon_vagabundus,235.24,2.37150913,5.46060157,,,
Chaetodon_xanthocephalus,188.85,2.276125376,5.240972361,,,
Chaetodon_zanzibarensis,40.58,1.60836064,3.703387233,,,
Chaetomys_subspinosus,1298.32,3.113381747,7.1688264,,,
Chaetophila_angustipluma,97.00,1.986771734,4.574710979,,,
Chaetophractus_nationi,2086.81,3.319482909,7.643391863,,,
Chaetophractus_vellerosus,1012.96,3.005592296,6.920632017,,,
Chaetophractus_villosus,3345.43,3.524451947,8.115350514,,,
Chaetops_aurantius,54.34,1.735119634,3.995260604,,,
Chaetops_frenatus,57.25,1.757775491,4.047427642,,,
Chaetops_pycnopygius,34.00,1.531478917,3.526360525,,,
Chaetoptila_angustipluma,97.00,1.986771734,4.574710979,,,
Chaetorhynchus_papuensis,39.59,1.597585502,3.678576561,,,
Chaetornis_striata,32.00,1.505149978,3.465735903,,,
Chaetura_andrei_meridionalis,22.20,1.346352974,3.100092289,,,
Chaetura_brachyura,19.31,1.285782274,2.960623096,,,
Chaetura_chapmani,23.84,1.377306251,3.171364842,,,
Chaetura_chapmani_chapmani,28.00,1.447158031,3.33220451,,,
Chaetura_chapmani_viridipennis,23.00,1.361727836,3.135494216,,,
Chaetura_cinereiventris,15.43,1.188365926,2.736313666,,,
Chaetura_egregia,20.57,1.313234292,3.023833704,,,
Chaetura_fumosa,17.42,1.241048151,2.857618971,,,
Chaetura_martinica,12.53,1.097951071,2.528125769,,,
Chaetura_meridionalis,22.08,1.343999069,3.094672221,,,
Chaetura_pelagica,24.21,1.383994789,3.186765771,,,
Chaetura_spinicaudus,17.13,1.233757363,2.840831312,,,
Chaetura_spinicaudus_aetherodroma,16.20,1.209515015,2.785011242,,,
Chaetura_vauxi,18.60,1.269512944,2.923161581,,,
Chaetura_viridipennis,23.84,1.377306251,3.171364842,,,
Chagunius_nicholsi,900.00,2.954242509,6.802394763,,,
Chaimarrornis_leucocephalus,32.55,1.512550993,3.482777369,,,
Chalarodon_madagascariensis,14.84,1.171433901,2.697326238,,,
Chalcides_armitagei,21.38,1.330007701,3.062455906,,,
Chalcides_bedriagai,11.52,1.061452479,2.444084655,,,
Chalcides_bottegi,39.85,1.600428326,3.685122405,,,
Chalcides_chalcides,132.36,2.121756758,4.885525483,,,
Chalcides_coeruleopunctatus,27.82,1.444357126,3.325755186,,,
Chalcides_colosii,36.29,1.559786968,3.591542221,,,
Chalcides_ebneri,15.54,1.191451014,2.743417345,,,
Chalcides_guentheri,62.33,1.794697127,4.132442851,,,
Chalcides_lanzai,31.98,1.504878459,3.465110707,,,
Chalcides_levitoni,21.18,1.325925956,3.05305734,,,
Chalcides_manueli,24.02,1.380573003,3.178886817,,,
Chalcides_mauritanicus,10.61,1.025715384,2.361796953,,,
Chalcides_mertensi,21.90,1.340444115,3.086486637,,,
Chalcides_minutus,34.23,1.534406899,3.533102453,,,
Chalcides_mionecton,15.94,1.202488317,2.768831673,,,
Chalcides_montanus,30.14,1.479143248,3.405853193,,,
Chalcides_ocellatus,123.19,2.090575455,4.813727879,,,
Chalcides_parallelus,16.40,1.214843848,2.797281335,,,
Chalcides_polylepis,69.80,1.843855423,4.24563401,,,
Chalcides_pseudostriatus,214.07,2.330555809,5.366303064,,,
Chalcides_pulchellus,45.17,1.654850091,3.81043315,,,
Chalcides_ragazzii,43.55,1.638988159,3.773909703,,,
Chalcides_sepsoides,10.49,1.020775488,2.350422422,,,
Chalcides_sexlineatus,14.86,1.172018809,2.698673039,,,
Chalcides_striatus,130.81,2.116640946,4.873745889,,,
Chalcides_thierryi,60.58,1.782329269,4.103964806,,,
Chalcides_viridanus,38.90,1.589949601,3.660994251,,,
Chalcidoseps_thwaitesi,8.60,0.934498451,2.151762203,,,
Chalcomitra_adelberti,9.75,0.989004616,2.277267285,,,
Chalcomitra_amethystina,16.23,1.21031852,2.786861382,,,
Chalcomitra_balfouri,13.25,1.122215878,2.583997552,,,
Chalcomitra_fuliginosa,12.13,1.083860801,2.495681723,,,
Chalcomitra_hunteri,12.90,1.11058971,2.557227311,,,
Chalcomitra_rubescens,11.95,1.077367905,2.480731278,,,
Chalcomitra_senegalensis,12.18,1.085647288,2.499795262,,,
Chalcomitra_senegalensis_gutturalis,15.85,1.200029267,2.7631695,,,
Chalcomitra_senegalensis_lamberti,15.00,1.176091259,2.708050201,,,
Chalcomitra_senegalensis_senegalensis,11.85,1.07371835,2.472327868,,,
Chalcoparia_singalensis,8.30,0.919078092,2.116255515,,,
Chalcophaps_indica,136.61,2.135482491,4.917130151,,,
Chalcophaps_indica_chrysochlora,172.00,2.235528447,5.147494477,,,
Chalcophaps_indica_longirostris,192.00,2.283301229,5.257495372,,,
Chalcophaps_indica_sandwichensis,134.00,2.127104798,4.8978398,,,
Chalcophaps_longirostris,136.98,2.136657162,4.91983493,,,
Chalcophaps_stephani,123.33,2.091068732,4.81486369,,,
Chalcophaps_stephani_mortoni,150.00,2.176091259,5.010635294,,,
Chalcopsitta_atra,205.83,2.313508674,5.327050585,,,
Chalcopsitta_cardinalis,190.92,2.280851426,5.251854492,,,
Chalcopsitta_duivenbodei,218.00,2.338456494,5.384495063,,,
Chalcopsitta_scintillata,190.00,2.278753601,5.247024072,,,
Chalcopsitta_sintillata,190.00,2.278753601,5.247024072,,,
Chalcorana_chalconota,13.78,1.139114903,2.622908995,,,
Chalcostigma_herrani,6.05,0.781755375,1.800058272,,,
Chalcostigma_heteropogon,6.10,0.785329835,1.808288771,,,
Chalcostigma_olivaceum,8.50,0.929418926,2.140066163,,,
Chalcostigma_ruficeps,3.39,0.530199698,1.220829921,,,
Chalcostigma_stanleyi,5.58,0.746634199,1.719188776,,,
Chalinochromis_brichardi,10.80,1.033423755,2.379546134,,,
Chalinolobus_argentatus,9.11,0.959518377,2.209372711,,,
Chalinolobus_beatrix,6.49,0.812244697,1.870262531,,,
Chalinolobus_dwyeri,8.38,0.923244019,2.125847914,,,
Chalinolobus_gleni,10.77,1.032215703,2.376764491,,,
Chalinolobus_gouldii,14.57,1.163459552,2.67896462,,,
Chalinolobus_kenyacola,7.03,0.846955325,1.950186706,,,
Chalinolobus_morio,8.16,0.911690159,2.099244169,,,
Chalinolobus_neocaledonicus,12.29,1.089551883,2.508785924,,,
Chalinolobus_nigrogriseus,8.78,0.943494516,2.172476408,,,
Chalinolobus_picatus,5.61,0.748962861,1.72455072,,,
Chalinolobus_poensis,7.09,0.850646235,1.958685341,,,
Chalinolobus_tuberculatus,9.81,0.991669007,2.283402274,,,
Chalinolobus_variegatus,11.05,1.043362278,2.402430428,,,
Chalybura_buffonii,7.28,0.862131379,1.985130862,,,
Chalybura_urochrysia,6.89,0.838219222,1.930071085,,,
Chamaea_fasciata,15.83,1.199480915,2.761906874,,,
Chamaeleo_affinis,10.43,1.018284308,2.344686269,,,
Chamaeleo_africanus,155.81,2.192595328,5.048637316,,,
Chamaeleo_anchietae,17.18,1.235023159,2.843745917,,,
Chamaeleo_arabicus,273.82,2.437465166,5.612470956,,,
Chamaeleo_balebicornutus,10.43,1.018284308,2.344686269,,,
Chamaeleo_bitaeniatus,178.61,2.25190577,5.185204658,,,
Chamaeleo_calcaricarens,77.56,1.8896378,4.35105183,,,
Chamaeleo_calyptratus,253.44,2.40387516,5.535127109,,,
Chamaeleo_camerunensis,17.18,1.235023159,2.843745917,,,
Chamaeleo_chamaeleon,74.36,1.871339381,4.308918163,,,
Chamaeleo_chapini,12.13,1.083860801,2.495681723,,,
Chamaeleo_conirostratus,7.19,0.85672889,1.972691172,,,
Chamaeleo_cristatus,93.83,1.972341716,4.541484634,,,
Chamaeleo_deremensis,102.75,2.011781831,4.632298853,,,
Chamaeleo_dilepis,95.27,1.978956165,4.556714966,,,
Chamaeleo_eisentrauti,65.98,1.819412311,4.189351666,,,
Chamaeleo_ellioti,21.43,1.331022171,3.064791809,,,
Chamaeleo_etiennei,59.36,1.773493892,4.083620599,,,
Chamaeleo_feae,26.32,1.420285885,3.270329106,,,
Chamaeleo_fuelleborni,16.75,1.224014811,2.818398258,,,
Chamaeleo_goetzei,15.54,1.191451014,2.743417345,,,
Chamaeleo_gracilis,122.24,2.087213341,4.805986325,,,
Chamaeleo_harennae,3.21,0.506505032,1.166270937,,,
Chamaeleo_hohnelii,31.06,1.492201451,3.435920818,,,
Chamaeleo_incornutus,18.92,1.276921132,2.940219564,,,
Chamaeleo_ituriensis,50.84,1.706205542,3.928683446,,,
Chamaeleo_jacksonii,93.83,1.972341716,4.541484634,,,
Chamaeleo_johnstoni,50.84,1.706205542,3.928683446,,,
Chamaeleo_kinetensis,7.84,0.894316063,2.059238834,,,
Chamaeleo_laevigatus,50.84,1.706205542,3.928683446,,,
Chamaeleo_laterispinis,7.19,0.85672889,1.972691172,,,
Chamaeleo_marsabitensis,15.02,1.176669933,2.709382646,,,
Chamaeleo_melleri,439.50,2.642958879,6.085637717,,,
Chamaeleo_monachus,120.19,2.079868335,4.789073824,,,
Chamaeleo_montium,41.14,1.614264287,3.716980884,,,
Chamaeleo_namaquensis,71.25,1.852784869,4.266194819,,,
Chamaeleo_narraioca,15.02,1.176669933,2.709382646,,,
Chamaeleo_ntunte,11.69,1.067814511,2.458733775,,,
Chamaeleo_oweni,74.55,1.872447648,4.311470041,,,
Chamaeleo_pfefferi,17.18,1.235023159,2.843745917,,,
Chamaeleo_quadricornis,108.36,2.034868996,4.685459017,,,
Chamaeleo_quilensis,60.64,1.782759193,4.104954741,,,
Chamaeleo_roperi,77.56,1.8896378,4.35105183,,,
Chamaeleo_rudis,10.03,1.001300933,2.305580602,,,
Chamaeleo_ruspolii,43.18,1.635282638,3.765377425,,,
Chamaeleo_schubotzi,5.29,0.723455672,1.665818246,,,
Chamaeleo_senegalensis,55.88,1.747256397,4.023206534,,,
Chamaeleo_sternfeldi,14.01,1.146438135,2.63977136,,,
Chamaeleo_tempeli,10.43,1.018284308,2.344686269,,,
Chamaeleo_tremperi,16.08,1.206286044,2.777576264,,,
Chamaeleo_werneri,25.58,1.40790054,3.241810796,,,
Chamaeleo_wiedersheimi,20.15,1.30427505,3.003204288,,,
Chamaeleo_zeylanicus,291.76,2.46502575,5.675931547,,,
Chamaepetes_goudotii,728.67,2.86253089,6.591220955,,,
Chamaepetes_unicolor,1135.00,3.054995862,7.03438793,,,
Chamaesaura_aenea,60.75,1.783546282,4.106767082,,,
Chamaesaura_anguina,45.36,1.656673046,3.814630659,,,
Chamaesaura_macrolepis,62.43,1.795393335,4.134045929,,,
Chamaesaura_miopropus,11.60,1.064457989,2.451005098,,,
Chamaesaura_tenuior,4.70,0.672097858,1.547562509,,,
Chamaeza_campanisona,99.19,1.99646789,4.597037203,,,
Chamaeza_meruloides,69.00,1.838849091,4.234106505,,,
Chamaeza_mollissima,74.75,1.873611197,4.314149212,,,
Chamaeza_nobilis,123.00,2.089905111,4.812184355,,,
Chamaeza_ruficauda,72.56,1.860697274,4.284413806,,,
Chamaeza_turdina,84.65,1.927626962,4.438525109,,,
Champsocephalus_gunnari,468.00,2.670245853,6.148468296,,,
Channa_argus,8000.00,3.903089987,8.987196821,,,
Channa_marulius,30000.00,4.477121255,10.30895266,,,
Channa_micropeltes,20000.00,4.301029996,9.903487553,,,
Channa_orientalis,210.00,2.322219295,5.347107531,,,
Channa_striata,3000.00,3.477121255,8.006367568,,,
Channichthys_rhinoceratus,400.00,2.602059991,5.991464547,,,
Chanodichthys_dabryi,700.00,2.84509804,6.551080335,,,
Chanodichthys_erythropterus,9000.00,3.954242509,9.104979856,,,
Chanos_chanos,14000.00,4.146128036,9.546812609,,,
Charadrius_alexandrinus,46.36,1.666143427,3.836437018,,,
Charadrius_alticola,46.28,1.66539335,3.834709902,,,
Charadrius_asiaticus,79.62,1.901022173,4.377265318,,,
Charadrius_australis,83.50,1.921686475,4.424846632,,,
Charadrius_bicinctus,59.20,1.772321707,4.080921542,,,
Charadrius_collaris,29.20,1.465382851,3.374168709,,,
Charadrius_dubius,39.90,1.600972896,3.686376324,,,
Charadrius_falklandicus,67.33,1.828208614,4.209605903,,,
Charadrius_forbesi,39.43,1.595826777,3.674526948,,,
Charadrius_hiaticula,67.22,1.827498508,4.207970822,,,
Charadrius_javanicus,61.90,1.791690649,4.12552018,,,
Charadrius_leschenaultii,77.73,1.890588668,4.353241283,,,
Charadrius_marginatus,47.52,1.676876432,3.861150675,,,
Charadrius_melodus,57.72,1.761326322,4.055603734,,,
Charadrius_modestus,81.67,1.912062556,4.402686737,,,
Charadrius_mongolus,65.89,1.818819508,4.187986685,,,
Charadrius_montanus,98.55,1.993656629,4.590564034,,,
Charadrius_morinellus,115.41,2.062243441,4.748491005,,,
Charadrius_nivosus,42.30,1.626340367,3.744787086,,,
Charadrius_obscurus,148.17,2.170760281,4.998360263,,,
Charadrius_pallidus,35.00,1.544068044,3.555348061,,,
Charadrius_pecuarius,36.05,1.556905269,3.584906864,,,
Charadrius_peronii,42.00,1.62324929,3.737669618,,,
Charadrius_placidus,64.57,1.810030786,4.167749907,,,
Charadrius_ruficapillus,41.51,1.618152733,3.725934362,,,
Charadrius_sanctaehelenae,48.50,1.685741739,3.881563798,,,
Charadrius_semipalmatus,50.19,1.700617196,3.915815804,,,
Charadrius_thoracicus,11.50,1.06069784,2.442347035,,,
Charadrius_tricollaris,33.09,1.519696767,3.499231122,,,
Charadrius_veredus,92.42,1.965765964,4.526343405,,,
Charadrius_vociferus,100.09,2.000390689,4.606069781,,,
Charadrius_wilsonia,62.39,1.795114986,4.133405006,,,
Charax_pauciradiatus,18.61,1.269749616,2.923706538,,,
Charina_bottae,222.84,2.34799315,5.406454025,,,
Charina_umbratica,219.00,2.340444115,5.38907173,,,
Charitoceros_spp.,60000.00,4.77815125,11.00209984,,,
Charmosyna_amabilis,8.54,0.931457871,2.144761008,,,
Charmosyna_diadema,36.98,1.567966907,3.610377226,,,
Charmosyna_josefinae,74.00,1.86923172,4.304065093,,,
Charmosyna_margarethae,49.64,1.695831773,3.90479696,,,
Charmosyna_meeki,24.28,1.385248682,3.189652966,,,
Charmosyna_multistriata,36.98,1.567966907,3.610377226,,,
Charmosyna_palmarum,36.98,1.567966907,3.610377226,,,
Charmosyna_papou,86.22,1.935608019,4.456902169,,,
Charmosyna_placentis,36.40,1.561101384,3.594568775,,,
Charmosyna_pulchella,34.19,1.533899101,3.531933204,,,
Charmosyna_rubrigularis,37.92,1.578868329,3.635478677,,,
Charmosyna_rubronotata,32.50,1.511883361,3.481240089,,,
Charmosyna_toxopei,36.98,1.567966907,3.610377226,,,
Charmosyna_wilhelminae,36.98,1.567966907,3.610377226,,,
Chasiempis_ibidis,14.03,1.147057671,2.641197894,,,
Chasiempis_sandwichensis,13.86,1.14176323,2.629006994,,,
Chasiempis_sandwichensis_ibidis,14.65,1.165837625,2.684440335,,,
Chasiempis_sandwichensis_ridgwayi,17.25,1.236789099,2.847812143,,,
Chasiempis_sandwichensis_sclateri,15.50,1.190331698,2.740840024,,,
Chasiempis_sclateri,14.03,1.147057671,2.641197894,,,
Chasmistes_cujus,2720.00,3.434568904,7.908387159,,,
Chasmistes_liorus,2544.37,3.405579801,7.841637283,,,
Chasmosaurus_,1658700.00,6.219767845,14.32154472,,,
Chatogekko_amazonicus,0.27,-0.568636236,-1.30933332,,,
Chauliodus_macouni,23.40,1.369215857,3.152736022,,,
Chauliodus_sloani,41.33,1.616265405,3.721588629,,,
Chauna_chavaria,2592.04,3.413641699,7.860200489,,,
Chauna_torquata,4083.33,3.611014479,8.314668111,,,
Cheilinus_chlorourus,127.15,2.104316365,4.845367492,,,
Cheilinus_fasciatus,357.53,2.553312489,5.879219275,,,
Cheilinus_trilobatus,270.00,2.431363764,5.598421959,,,
Cheilinus_undulatus,191000.00,5.281033367,12.16002871,,,
Cheilio_inermis,126.70,2.102776615,4.841822087,,,
Cheilodactylus_fasciatus,347.38,2.540810657,5.850432743,,,
Cheilodactylus_pixi,74.27,1.870827433,4.307739359,,,
Cheilodactylus_spectabilis,16980.00,4.229937686,9.73979146,,,
Cheilodactylus_variegatus,1035.00,3.01494035,6.942156706,,,
Cheilodipterus_arabicus,37.15,1.569958818,3.614963771,,,
Cheilodipterus_lachneri,14.30,1.155336037,2.660259537,,,
Cheilodipterus_macrodon,17.57,1.244771761,2.866192902,,,
Cheilodipterus_novemstriatus,3.90,0.591064607,1.360976553,,,
Cheilodipterus_quinquelineatus,72.00,1.857332496,4.276666119,,,
Cheilotrema_saturnum,700.00,2.84509804,6.551080335,,,
Cheimerius_nufar,7245.26,3.860054088,8.888103001,,,
Cheirodon_interruptus,6.74,0.828654377,1.908047216,,,
Cheirogaleus_adipicaudatus,312.70,2.495127881,5.745244264,,,
Cheirogaleus_crossleyi,331.83,2.520915647,5.80462279,,,
Cheirogaleus_major,385.24,2.585731374,5.953866517,,,
Cheirogaleus_medius,177.94,2.250273586,5.181446415,,,
Cheirogaleus_minusculus,292.70,2.466422722,5.679148194,,,
Cheirogaleus_ravus,285.39,2.455438751,5.653856666,,,
Cheirogaleus_sibreei,325.17,2.512110471,5.784348122,,,
Cheiromeles_parvidens,166.47,2.22133598,5.114815113,,,
Cheiromeles_torquatus,165.85,2.219715476,5.111083765,,,
Chelemys_delfini,55.91,1.747489492,4.023743255,,,
Chelemys_macronyx,70.99,1.851197176,4.262539022,,,
Chelemys_megalonyx,50.87,1.706461738,3.929273359,,,
Chelictinia_riocourii,110.00,2.041392685,4.700480366,,,
Chelidonichthys_cuculus,627.50,2.79761373,6.441743671,,,
Chelidonichthys_kumu,757.10,2.879153246,6.629495345,,,
Chelidonichthys_lastoviza,257.33,2.41049042,5.550359308,,,
Chelidonichthys_lucerna,1440.67,3.158564513,7.272863562,,,
Chelidonichthys_spinosus,950.00,2.977723605,6.856461985,,,
Chelidoptera_tenebrosa,37.05,1.568788212,3.612268352,,,
Chelidorhynx_hypoxantha,10.10,1.004321374,2.312535424,,,
Chelodina_canni,1006.00,3.002597981,6.913737351,,,
Chelodina_expansa,8866.92,3.94777279,9.090082777,,,
Chelodina_longicollis,2098.08,3.321822044,7.64877792,,,
Chelodina_novaeguineae,2337.39,3.368731182,7.756790201,,,
Chelodina_oblonga,4564.56,3.65939892,8.426077403,,,
Chelodina_parkeri,1873.26,3.27259806,7.535435508,,,
Chelodina_reimanni,1006.00,3.002597981,6.913737351,,,
Chelodina_rugosa,5554.02,3.744607439,8.622277269,,,
Chelodina_siebenrocki,3668.77,3.564520486,8.207611735,,,
Chelodina_steindachneri,1405.51,3.14783394,7.248155505,,,
Chelon_auratus,156.53,2.194597585,5.053247685,,,
Chelon_dumerili,776.58,2.890185104,6.654897137,,,
Chelon_labrosus,501.53,2.700296916,6.217663426,,,
Chelon_richardsonii,637.29,2.804336204,6.45722274,,,
Chelonia_depressa,93554.48,4.971064589,11.44629922,,,
Chelonia_mydas,226843.45,5.355726244,12.33201541,,,
Chelonodon_patoca,2044.03,3.310486243,7.622676273,,,
Chelonoidis_abingdonii,175000.00,5.243038049,12.07254125,,,
Chelonoidis_becki,175000.00,5.243038049,12.07254125,,,
Chelonoidis_carbonarius,2000.00,3.301029996,7.60090246,,,
Chelonoidis_chathamensis,175000.00,5.243038049,12.07254125,,,
Chelonoidis_chilensis,3181.00,3.502563669,8.064950892,,,
Chelonoidis_darwini,175000.00,5.243038049,12.07254125,,,
Chelonoidis_hoodensis,175000.00,5.243038049,12.07254125,,,
Chelonoidis_niger,175000.00,5.243038049,12.07254125,,,
Chelonoidis_porteri,175000.00,5.243038049,12.07254125,,,
Chelonoidis_vicina,175000.00,5.243038049,12.07254125,,,
Chelosania_brunnea,38.21,1.582177038,3.643097261,,,
Chelus_fimbriatus,7630.72,3.882565518,8.939937484,,,
Chelydra_acutirostris,5170.00,3.713490543,8.550627968,,,
Chelydra_rossignonii,7710.00,3.887054378,8.950273467,,,
Chelydra_serpentina,9450.34,3.975447434,9.153805999,,,
Chen_caerulescens,2633.45,3.420525077,7.876050053,,,
Chen_caerulescens_atlanticus,2651.50,3.423491631,7.882880797,,,
Chen_caerulescens_caerulescens,2630.50,3.420038306,7.874929221,,,
Chen_canagica,2287.62,3.359383885,7.735267255,,,
Chen_rossii,1807.12,3.256986992,7.499489697,,,
Chenonetta_jubata,873.29,2.941158487,6.772267689,,,
Chenorhamphus_campbelli,12.60,1.100370545,2.533696814,,,
Chenorhamphus_grayi,12.60,1.100370545,2.533696814,,,
Cheracebus_lucifer,1500.00,3.176091259,7.313220387,,,
Cheracebus_lugens,1370.00,3.136720567,7.222566019,,,
Cheracebus_medemi,1180.00,3.071882007,7.073269717,,,
Cheracebus_purinus,1500.00,3.176091259,7.313220387,,,
Cheracebus_regulus,1250.00,3.096910013,7.13089883,,,
Cheracebus_torquatus,1250.00,3.096910013,7.13089883,,,
Cheramoeca_leucosterna,14.08,1.148602655,2.644755351,,,
Cheramoeca_leucosternus,17.00,1.230448921,2.833213344,,,
Chersina_angulata,1698.26,3.230004181,7.437359476,,,
Chersomanes_albofasciata,26.84,1.428782511,3.289893312,,,
Chersomanes_beesleyi,24.50,1.389166084,3.198673118,,,
Chersophilus_duponti,41.30,1.615950052,3.7208625,,,
Chetia_flaviventris,815.00,2.911157609,6.703188113,,,
Chialingosaurus_kuani,800406.00,5.903310336,13.59287438,,,
Chiasmocleis_bassleri,3.87,0.587710965,1.353254507,,,
Chiasmocleis_carvalhoi,0.16,-0.795880017,-1.832581464,,,
Chibchanomys_orcesi,50.00,1.698970004,3.912023005,,,
Chibchanomys_trichotis,50.01,1.699056855,3.912222985,,,
Chilabothrus_chrysogaster,1306.00,3.115943177,7.17472431,,,
Childonias_hybridus,88.00,1.944482672,4.477336814,,,
Childonias_niger,65.00,1.812913357,4.17438727,,,
Chilia_melanura,40.00,1.602059991,3.688879454,,,
Chilomeniscus_cinctus,5.83,0.765668555,1.763017,,,
Chilomeniscus_stramineus,6.00,0.77815125,1.791759469,,,
Chilomycterus_schoepfii,630.00,2.799340549,6.445719819,,,
Chilomys_instans,19.01,1.278982117,2.944965157,,,
Chilonatalus_micropus,3.79,0.57863921,1.332366019,,,
Chilonatalus_tumidifrons,3.62,0.558708571,1.286474026,,,
Chiloscyllium_punctatum,700.00,2.84509804,6.551080335,,,
Chimaera_lignaria,14400.00,4.158362492,9.574983486,,,
Chimaera_monstrosa,1838.00,3.264345507,7.516433303,,,
Chimarrogale_hantu,53.31,1.726808683,3.976123931,,,
Chimarrogale_himalayica,35.34,1.548266545,3.565015467,,,
Chimarrogale_phaeura,31.31,1.495683068,3.443937535,,,
Chimarrogale_platycephala,32.12,1.506775537,3.469478889,,,
Chimarrogale_platycephalus,36.32,1.56014584,3.592368554,,,
Chimarrogale_styani,30.51,1.484442208,3.418054499,,,
Chimarrogale_sumatrana,29.68,1.472463897,3.390473418,,,
Chinchilla_brevicaudata,500.24,2.699178416,6.215087983,,,
Chinchilla_chinchilla,498.12,2.697333979,6.210841012,,,
Chinchilla_lanigera,426.91,2.630336328,6.056573218,,,
Chinchillula_sahamae,169.77,2.229860949,5.13444458,,,
Chinemys_kwangtungensis,1232.64,3.090836257,7.11691349,,,
Chinemys_megalocephala,1753.51,3.243908247,7.469374772,,,
Chinemys_reevesii,1923.97,3.284198296,7.562146039,,,
Chioglossa_lusitanica,4.20,0.62324929,1.435084525,,,
Chionactis_occipitalis,27.47,1.438858659,3.3130945,,,
Chionactis_palarostris,25.06,1.398981067,3.221272949,,,
Chionactis_saxatilis,25.98,1.414639147,3.257327011,,,
Chioninia_delalandii,10.61,1.025715384,2.361796953,,,
Chioninia_fogoensis,9.77,0.989894564,2.279316466,,,
Chioninia_geisthardti,5.97,0.775974331,1.786746927,,,
Chioninia_spinalis,13.93,1.143951116,2.634044788,,,
Chioninia_stangeri,9.37,0.971739591,2.237513096,,,
Chioninia_vaillantii,374.46,2.573405433,5.925484988,,,
Chionis_alba,684.78,2.835551068,6.529097619,,,
Chionis_albus,717.24,2.855664502,6.575410513,,,
Chionis_minor,543.93,2.735543013,6.298820562,,,
Chionis_minor_crozettensis,460.00,2.662757832,6.131226489,,,
Chionis_minor_minor,700.00,2.84509804,6.551080335,,,
Chionomys_gud,93.50,1.970811611,4.537961436,,,
Chionomys_nivalis,41.56,1.618675539,3.727138166,,,
Chionomys_roberti,93.50,1.970811611,4.537961436,,,
Chirindia_langi,56.52,1.752202153,4.034594558,,,
Chirindia_swynnertoni,78.14,1.892873407,4.35850209,,,
Chirocentrus_dorab,400.00,2.602059991,5.991464547,,,
Chirocentrus_nudus,410.00,2.612783857,6.01615716,,,
Chirodactylus_brachydactylus,828.18,2.918125641,6.719232602,,,
Chiroderma_doriae,19.91,1.29907126,2.991222118,,,
Chiroderma_improvisum,35.12,1.545554507,3.558770769,,,
Chiroderma_salvini,25.78,1.411282913,3.249598998,,,
Chiroderma_trinitatum,13.77,1.13893394,2.622492313,,,
Chiroderma_villosum,23.22,1.365862215,3.145013976,,,
Chiromantis_xerampelina,13.40,1.127104798,2.595254707,,,
Chiromyscus_chiropus,77.80,1.890979597,4.354141431,,,
Chironax_melanocephalus,17.57,1.244771761,2.866192902,,,
Chironectes_minimus,871.26,2.940147776,6.76994044,,,
Chironius_,2264.60,3.354991503,7.725153422,,,
Chironius_carinatus,5252.87,3.720396653,8.566529873,,,
Chironius_exoletus,835.34,2.921863278,6.727838828,,,
Chironius_foveatus,4563.00,3.659250469,8.425735581,,,
Chironius_fuscus,2075.00,3.317018101,7.637716433,,,
Chironius_grandisquamis,4449.22,3.648283881,8.400484079,,,
Chironius_monticola,1305.76,3.115863361,7.174540526,,,
Chironius_multiventris,5616.35,3.749454164,8.633437266,,,
Chironius_scurrulus,3607.52,3.557208747,8.190775835,,,
Chironius_septentrionalis,4563.00,3.659250469,8.425735581,,,
Chiropodomys_calamianensis,31.80,1.50242712,3.45946629,,,
Chiropodomys_gliroides,19.35,1.286680969,2.962692419,,,
Chiropodomys_karlkoopmani,29.10,1.463892989,3.370738174,,,
Chiropodomys_major,32.18,1.50758604,3.471345142,,,
