Binomial,bs_g,log10_bs,lognat_bs,,,
Tropidophorus_murphyi,19.36,1.286905353,2.963209082,,,
Tropidophorus_noggei,23.85,1.377488383,3.171784217,,,
Tropidophorus_partelloi,46.90,1.671172843,3.848017675,,,
Tropidophorus_perplexus,7.88,0.896526217,2.064327904,,,
Tropidophorus_robinsoni,8.60,0.934498451,2.151762203,,,
Tropidophorus_sinicus,7.20,0.857332496,1.974081026,,,
Tropidophorus_thai,10.61,1.025715384,2.361796953,,,
Tropidosaura_cottrelli,6.94,0.84135947,1.937301775,,,
Tropidosaura_essexi,3.25,0.511883361,1.178654996,,,
Tropidosaura_gularis,5.69,0.755112266,1.738710248,,,
Tropidosaura_montana,6.94,0.84135947,1.937301775,,,
Tropidoscincus_aubrianus,39.52,1.596816936,3.676806873,,,
Tropidoscincus_boreus,18.52,1.267640982,2.918851229,,,
Tropidoscincus_variabilis,9.77,0.989894564,2.279316466,,,
Tropidurus_amathites,8.13,0.910090546,2.095560924,,,
Tropidurus_arenarius,20.17,1.304705898,3.004196352,,,
Tropidurus_bogerti,12.42,1.094121596,2.519308077,,,
Tropidurus_callathelys,20.02,1.301464073,2.996731774,,,
Tropidurus_catalanensis,70.52,1.848312304,4.255896358,,,
Tropidurus_chromatops,37.53,1.574378564,3.625140613,,,
Tropidurus_cocorobensis,7.49,0.874481818,2.013568798,,,
Tropidurus_divaricatus,17.60,1.245512668,2.867898902,,,
Tropidurus_erythrocephalus,9.65,0.984527313,2.266957915,,,
Tropidurus_etheridgei,30.49,1.484157424,3.417398761,,,
Tropidurus_guarani,29.55,1.470557485,3.386083744,,,
Tropidurus_helenae,8.93,0.950851459,2.189416395,,,
Tropidurus_hispidus,20.40,1.309630167,3.015534901,,,
Tropidurus_hygomi,13.76,1.138618434,2.621765833,,,
Tropidurus_insulanus,14.61,1.164650216,2.681706226,,,
Tropidurus_itambere,11.61,1.06483222,2.451866796,,,
Tropidurus_melanopleurus,37.53,1.574378564,3.625140613,,,
Tropidurus_montanus,13.19,1.120244796,2.579458967,,,
Tropidurus_mucujensis,7.38,0.868056362,1.998773639,,,
Tropidurus_nanuzae,5.41,0.733197265,1.688249093,,,
Tropidurus_oreadicus,15.96,1.203032887,2.770085592,,,
Tropidurus_panstictus,49.89,1.698013504,3.909820582,,,
Tropidurus_pinima,16.75,1.224014811,2.818398258,,,
Tropidurus_psammonastes,19.48,1.289588953,2.969388298,,,
Tropidurus_semitaeniatus,10.02,1.000867722,2.304583096,,,
Tropidurus_spinulosus,46.61,1.668479103,3.84181511,,,
Tropidurus_torquatus,37.71,1.576456532,3.629925311,,,
Tropidurus_xanthochilus,59.28,1.772908195,4.082271981,,,
Tropiocolotes_bisharicus,0.68,-0.167491087,-0.385662481,,,
Tropiocolotes_helenae,0.74,-0.13076828,-0.301105093,,,
Tropiocolotes_latifi,0.41,-0.387216143,-0.891598119,,,
Tropiocolotes_nattereri,0.48,-0.318758763,-0.733969175,,,
Tropiocolotes_nubicus,0.64,-0.193820026,-0.446287103,,,
Tropiocolotes_persicus,1.03,0.012837225,0.029558802,,,
Tropiocolotes_scortecci,0.61,-0.214670165,-0.494296322,,,
Tropiocolotes_steudneri,0.63,-0.200659451,-0.46203546,,,
Tropiocolotes_tripolitanus,1.13,0.053078443,0.122217633,,,
Troposodon_minor,39924.29,4.601237202,10.59474019,,,
Trugon_terrestris,400.00,2.602059991,5.991464547,,,
Trygonoptera_testacea,1100.00,3.041392685,7.003065459,,,
Trygonorrhina_fasciata,6700.00,3.826074803,8.809862805,,,
Tryngites_subruficollis,64.93,1.812445403,4.173309767,,,
Trypauchen_vagina,24.25,1.384711743,3.188416617,,,
Trypauchenichthys_sumatrensis,1.41,0.149219113,0.343589704,,,
Tryphomys_adustus,115.45,2.062393937,4.748837536,,,
Tscherskia_triton,92.09,1.964212473,4.52276636,,,
Tumbezia_salvini,12.51,1.09725731,2.526528324,,,
Tupaia_belangeri,176.19,2.245981256,5.171562958,,,
Tupaia_chrysogaster,145.04,2.161487791,4.977009566,,,
Tupaia_dorsalis,192.29,2.283956699,5.259004649,,,
Tupaia_glis,130.19,2.114577627,4.868994922,,,
Tupaia_gracilis,90.54,1.95684049,4.505791742,,,
Tupaia_javanica,105.00,2.021189299,4.65396035,,,
Tupaia_longipes,166.92,2.222508376,5.117514656,,,
Tupaia_minor,170.81,2.232513293,5.140551828,,,
Tupaia_moellendorffi,159.25,2.202079441,5.070475294,,,
Tupaia_montana,199.68,2.300334568,5.296716085,,,
Tupaia_nicobarica,170.20,2.230959556,5.136974216,,,
Tupaia_palawanensis,168.05,2.225438517,5.124261554,,,
Tupaia_picta,162.91,2.211947744,5.093197901,,,
Tupaia_splendidula,166.04,2.220212725,5.112228723,,,
Tupaia_tana,344.64,2.537365682,5.842500394,,,
Tupinambis_duseni,2350.54,3.371167646,7.762400368,,,
Tupinambis_longilineus,301.68,2.479546519,5.709366853,,,
Tupinambis_merianae,4426.04,3.646015335,8.395260558,,,
Tupinambis_palustris,1109.50,3.045127307,7.011664742,,,
Tupinambis_quadrilineatus,549.98,2.740346897,6.309881914,,,
Tupinambis_rufescens,8520.58,3.930469158,9.050239693,,,
Tupinambis_teguixin,3099.78,3.491330872,8.03908642,,,
Turacoena_manadensis,224.70,2.351603072,5.414766179,,,
Turacoena_modesta,340.00,2.531478917,5.828945618,,,
Turdinus_atrigularis,37.00,1.568201724,3.610917913,,,
Turdinus_macrodactylus,48.70,1.687528961,3.88567903,,,
Turdinus_marmorata,41.00,1.612783857,3.713572067,,,
Turdinus_rufipectus,37.00,1.568201724,3.610917913,,,
Turdoides_affinis,63.28,1.80126647,4.147569323,,,
Turdoides_altirostris,33.00,1.51851394,3.496507561,,,
Turdoides_aylmeri,37.73,1.576686805,3.630455534,,,
Turdoides_bicolor,79.70,1.901458321,4.378269586,,,
Turdoides_caudata,39.40,1.595496222,3.673765816,,,
Turdoides_caudatus,36.26,1.5594278,3.590715205,,,
Turdoides_caudatus_caudatus,33.65,1.526985069,3.516013056,,,
Turdoides_caudatus_huttoni,47.00,1.672097858,3.850147602,,,
Turdoides_earlei,47.33,1.675136504,3.857144344,,,
Turdoides_fulva,59.70,1.775974331,4.08933202,,,
Turdoides_fulvus,62.25,1.794139356,4.131158535,,,
Turdoides_gularis,46.30,1.665580991,3.835141961,,,
Turdoides_gymnogenys,80.54,1.906011625,4.388753955,,,
Turdoides_hartlaubii,87.56,1.942305753,4.472324273,,,
Turdoides_hindei,70.55,1.848497018,4.256321678,,,
Turdoides_huttoni,39.65,1.598243192,3.680090948,,,
Turdoides_hypoleuca,74.00,1.86923172,4.304065093,,,
Turdoides_hypoleucus,77.00,1.886490725,4.343805422,,,
Turdoides_jardineii,82.22,1.914977472,4.409398581,,,
Turdoides_leucocephala,62.89,1.798581595,4.141387169,,,
Turdoides_leucopygia,85.93,1.934144812,4.453533011,,,
Turdoides_leucopygius,70.60,1.848804701,4.257030144,,,
Turdoides_longirostris,35.00,1.544068044,3.555348061,,,
Turdoides_malcolmi,81.43,1.910784435,4.399743755,,,
Turdoides_melanops,77.00,1.886490725,4.343805422,,,
Turdoides_melanops_melanops,78.00,1.892094603,4.356708827,,,
Turdoides_nipalensis,62.00,1.792391689,4.127134385,,,
Turdoides_plebejus,64.38,1.808750972,4.164803026,,,
Turdoides_reinwardii,78.80,1.896526217,4.366912997,,,
Turdoides_reinwardtii,83.05,1.919339637,4.419442836,,,
Turdoides_rubiginosa,40.70,1.609594409,3.706228092,,,
Turdoides_rubiginosus,44.90,1.652246341,3.804437795,,,
Turdoides_rufescens,65.64,1.817168572,4.184185266,,,
Turdoides_sharpei,80.61,1.906388921,4.389622711,,,
Turdoides_squamiceps,75.72,1.879210605,4.327042326,,,
Turdoides_squamulata,69.41,1.841422044,4.240030949,,,
Turdoides_squamulatus,77.46,1.889077493,4.349761674,,,
Turdoides_striata,67.00,1.826074803,4.204692619,,,
Turdoides_striatus_orientalis,80.00,1.903089987,4.382026635,,,
Turdoides_subrufa,67.09,1.826657792,4.206035002,,,
Turdoides_subrufus,78.00,1.892094603,4.356708827,,,
Turdoides_tenebrosa,76.00,1.880813592,4.33073334,,,
Turdoides_tenebrosus,76.00,1.880813592,4.33073334,,,
Turdus_abyssinicus,71.50,1.854306042,4.26969745,,,
Turdus_abyssinicus_abyssinicus,87.00,1.939519253,4.465908119,,,
Turdus_abyssinicus_bambusicola,70.00,1.84509804,4.248495242,,,
Turdus_albicollis,56.00,1.748188027,4.025351691,,,
Turdus_albocinctus,101.78,2.007662447,4.622813621,,,
Turdus_amaurochalinus,64.28,1.808075868,4.163248541,,,
Turdus_assimilis,70.77,1.849849196,4.259435182,,,
Turdus_atrogularis,98.08,1.991580457,4.585783472,,,
Turdus_aurantius,81.90,1.913283902,4.405498991,,,
Turdus_bewsheri,67.60,1.829946696,4.213607983,,,
Turdus_boulboul,101.73,2.007449044,4.622322245,,,
Turdus_cardis,68.95,1.838534271,4.233381604,,,
Turdus_celaenops,86.33,1.936161741,4.458177162,,,
Turdus_chiguanco,102.90,2.012415375,4.633757643,,,
Turdus_chrysolaus,67.67,1.830396176,4.21464295,,,
Turdus_daguae,60.30,1.780317312,4.099332104,,,
Turdus_dissimilis,75.00,1.875061263,4.317488114,,,
Turdus_eunomus,81.17,1.909395546,4.396545721,,,
Turdus_falcklandii,101.28,2.005523693,4.617888958,,,
Turdus_feae,73.17,1.864333055,4.292785501,,,
Turdus_flavipes,63.57,1.803252211,4.152141661,,,
Turdus_fulviventris,70.33,1.847140617,4.25319845,,,
Turdus_fumigatus,78.75,1.896250562,4.366278278,,,
Turdus_fuscater,149.50,2.174641193,5.007296393,,,
Turdus_grayi,81.07,1.908860173,4.395312979,,,
Turdus_haplochrous,84.00,1.924279286,4.430816799,,,
Turdus_hauxwelli,69.00,1.838849091,4.234106505,,,
Turdus_helleri,76.49,1.883604661,4.337160013,,,
Turdus_hortulorum,67.13,1.826916647,4.206631038,,,
Turdus_ignobilis,68.12,1.833274639,4.221270856,,,
Turdus_iliacus,64.30,1.808210973,4.163559631,,,
Turdus_infuscatus,79.02,1.897737025,4.369700985,,,
Turdus_jamaicensis,59.10,1.771587481,4.079230924,,,
Turdus_kessleri,76.26,1.882296801,4.334148554,,,
Turdus_lawrencii,72.60,1.860936621,4.284964922,,,
Turdus_leucomelas,71.60,1.854913022,4.271095074,,,
Turdus_leucops,62.40,1.79518459,4.133565275,,,
Turdus_lherminieri,105.75,2.024280376,4.661077818,,,
Turdus_libonyana,60.50,1.781755375,4.102643365,,,
Turdus_libonyanus,62.02,1.792531762,4.127456914,,,
Turdus_ludoviciae,62.00,1.792391689,4.127134385,,,
Turdus_maculirostris,67.84,1.831485839,4.217151991,,,
Turdus_maranonicus,70.00,1.84509804,4.248495242,,,
Turdus_maximus,102.00,2.008600172,4.624972813,,,
Turdus_menachensis,76.64,1.884455496,4.339119134,,,
Turdus_merula,100.73,2.003158834,4.61244367,,,
Turdus_merula_intermedius,102.00,2.008600172,4.624972813,,,
Turdus_merula_merula,149.00,2.173186268,5.003946306,,,
Turdus_migratorius,84.25,1.92556991,4.433788569,,,
Turdus_mupinensis,65.14,1.813847754,4.1765388,,,
Turdus_naumanni,75.84,1.879898324,4.328625858,,,
Turdus_naumanni_naumanni,94.00,1.973127854,4.543294782,,,
Turdus_nigrescens,96.00,1.982271233,4.564348191,,,
Turdus_nigriceps,54.06,1.732876041,3.990094541,,,
Turdus_nudigenis,67.43,1.82885316,4.211090023,,,
Turdus_obscurus,68.38,1.834929096,4.225080384,,,
Turdus_obsoletus,81.93,1.913442955,4.405865224,,,
Turdus_olivaceofuscus,86.25,1.935759104,4.457250056,,,
Turdus_olivaceus,70.28,1.846831753,4.252487263,,,
Turdus_olivaceus_olivaceus,98.00,1.991226076,4.584967479,,,
Turdus_olivaceus_swynnertoni,79.00,1.897627091,4.369447852,,,
Turdus_olivater,93.02,1.968576335,4.532814524,,,
Turdus_pallidus,76.28,1.882410684,4.334410781,,,
Turdus_pelios,68.96,1.838597253,4.233526626,,,
Turdus_philomelos,73.86,1.868409303,4.302171409,,,
Turdus_pilaris,110.19,2.042142183,4.702206148,,,
Turdus_plebejus,86.46,1.936815231,4.459681879,,,
Turdus_plumbeus,83.45,1.921426341,4.42424765,,,
Turdus_poliocephalus,64.39,1.808818425,4.164958342,,,
Turdus_poliocephalus_beehleri,52.50,1.720159303,3.96081317,,,
Turdus_poliocephalus_keysseri,78.00,1.892094603,4.356708827,,,
Turdus_poliocephalus_malindangensis,80.50,1.90579588,4.388257184,,,
Turdus_poliocephalus_nigrorum,79.00,1.897627091,4.369447852,,,
Turdus_poliocephalus_rennellianus,67.00,1.826074803,4.204692619,,,
Turdus_poliocephalus_sladeni,67.50,1.829303773,4.212127598,,,
Turdus_poliocephalus_tolokiwae,67.00,1.826074803,4.204692619,,,
Turdus_poliocephalus_vanikorensis,54.00,1.73239376,3.988984047,,,
Turdus_reevei,61.00,1.785329835,4.110873864,,,
Turdus_roehli,73.50,1.866287339,4.297285406,,,
Turdus_rubrocanus,94.69,1.976304117,4.550608398,,,
Turdus_ruficollis,90.53,1.95679252,4.505681287,,,
Turdus_rufitorques,72.67,1.86135516,4.285928645,,,
Turdus_rufiventris,69.49,1.841922312,4.241182857,,,
Turdus_rufopalliatus,78.52,1.894980291,4.363353369,,,
Turdus_rufopalliatus_graysoni,83.70,1.922725458,4.427238977,,,
Turdus_serranus,88.37,1.946304855,4.481532546,,,
Turdus_simillimus,100.15,2.000650954,4.606669062,,,
Turdus_simillimus_nigropileus,94.00,1.973127854,4.543294782,,,
Turdus_smithi,72.05,1.857633985,4.277360322,,,
Turdus_subalaris,51.73,1.713742478,3.946037884,,,
Turdus_swalesi,75.00,1.875061263,4.317488114,,,
Turdus_tephronotus,51.02,1.707740454,3.932217713,,,
Turdus_torquatus,113.48,2.054919327,4.73162661,,,
Turdus_unicolor,68.14,1.833402129,4.221564412,,,
Turdus_viscivorus,124.01,2.093456707,4.820362208,,,
Turdus_xanthorhynchus,79.00,1.897627091,4.369447852,,,
Turnagra_capensis,100.00,2,4.605170186,,,
Turnagra_tanagra,100.00,2,4.605170186,,,
Turnix_castanota,82.71,1.917558021,4.415340514,,,
Turnix_castanotus,90.20,1.955206538,4.502029427,,,
Turnix_everetti,32.58,1.51295108,3.483698603,,,
Turnix_hottentotta,49.05,1.690639012,3.892840186,,,
Turnix_hottentottus,50.73,1.705264862,3.926517452,,,
Turnix_hottentottus_nanus,54.20,1.733999287,3.992680908,,,
Turnix_maculosa,39.14,1.592620821,3.667144962,,,
Turnix_maculosus,42.22,1.625518229,3.742894042,,,
Turnix_melanogaster,91.39,1.960898677,4.515136063,,,
Turnix_nanus,50.05,1.699404082,3.913022506,,,
Turnix_nigricollis,71.72,1.855640281,4.272769649,,,
Turnix_ocellatus,110.00,2.041392685,4.700480366,,,
Turnix_olivii,70.25,1.846646329,4.252060308,,,
Turnix_pyrrhothorax,51.99,1.715919817,3.951051392,,,
Turnix_suscitator,51.62,1.712818,3.943909194,,,
Turnix_suscitator_leggei,60.00,1.77815125,4.094344562,,,
Turnix_sylvatica,47.66,1.678154038,3.864092472,,,
Turnix_sylvaticus,51.91,1.715251029,3.94951145,,,
Turnix_sylvaticus_lepuranus,48.60,1.686636269,3.883623531,,,
Turnix_sylvaticus_sylvaticus,65.00,1.812913357,4.17438727,,,
Turnix_tanki,65.90,1.818885415,4.188138442,,,
Turnix_varia,95.40,1.979548375,4.558078578,,,
Turnix_varius,98.10,1.991669007,4.585987367,,,
Turnix_velox,48.31,1.684037037,3.877638579,,,
Turnix_worcesteri,56.39,1.751202095,4.032291838,,,
Tursiops_aduncus,153369.48,5.185738945,11.94060519,,,
Tursiops_truncatus,170983.40,5.232953949,12.04932175,,,
Turtur_abyssinicus,65.64,1.817168572,4.184185266,,,
Turtur_afer,66.47,1.822625679,4.196750718,,,
Turtur_brehmeri,118.32,2.073058161,4.773392818,,,
Turtur_chalcospilos,60.89,1.784545974,4.109068958,,,
Turtur_tympanistria,75.06,1.87540856,4.318287794,,,
Tylas_eduardi,48.86,1.688953463,3.888959066,,,
Tylochromis_mylodon,964.00,2.984077034,6.871091295,,,
Tylochromis_polylepis,12.11,1.083144143,2.494031558,,,
Tylomys_bullaris,280.26,2.447561118,5.635717744,,,
Tylomys_fulviventer,170.53,2.231800792,5.138911234,,,
Tylomys_mirae,183.37,2.263328285,5.21150597,,,
Tylomys_nudicaudus,132.31,2.121592669,4.885147654,,,
Tylomys_panamensis,200.00,2.301029996,5.298317367,,,
Tylomys_tumbalensis,280.26,2.447561118,5.635717744,,,
Tylomys_watsoni,240.00,2.380211242,5.480638923,,,
Tylonycteris_pachypus,3.41,0.532754379,1.226712291,,,
Tylonycteris_robustula,7.13,0.85308953,1.964311234,,,
Tylosurus_crocodilus,1305.35,3.115726974,7.174226483,,,
Tylosurus_fodiator,9860.00,3.993876915,9.196241448,,,
Tylototriton_verrucosus,29.30,1.46686762,3.377587516,,,
Tympanocryptis_centralis,9.70,0.986771734,2.272125886,,,
Tympanocryptis_cephalus,5.72,0.757396029,1.743968805,,,
Tympanocryptis_houstoni,9.70,0.986771734,2.272125886,,,
Tympanocryptis_intima,5.45,0.736396502,1.695615609,,,
Tympanocryptis_lineata,9.30,0.968482949,2.2300144,,,
Tympanocryptis_parviceps,2.37,0.374748346,0.862889955,,,
Tympanocryptis_pinguicolla,9.70,0.986771734,2.272125886,,,
Tympanocryptis_tetraporophora,8.77,0.942999593,2.171336806,,,
Tympanocryptis_uniformis,3.03,0.481442629,1.10856262,,,
Tympanoctomys_barrerae,66.94,1.825685708,4.203796696,,,
Tympanuchus_cupido,854.20,2.931559567,6.750165358,,,
Tympanuchus_cupido_attwateri,960.50,2.982497369,6.867453982,,,
Tympanuchus_cupido_cupido,892.50,2.950608225,6.794026514,,,
Tympanuchus_cupido_pinnatus,864.00,2.936513742,6.761572769,,,
Tympanuchus_pallidicinctus,730.18,2.863429933,6.593291079,,,
Tympanuchus_phasianellus,916.14,2.961961845,6.820169191,,,
Typhlacontias_brevipes,28.44,1.453929592,3.347796605,,,
Typhlacontias_gracilis,12.43,1.094471129,2.520112906,,,
Typhlacontias_johnsonii,36.41,1.561220679,3.594843462,,,
Typhlacontias_ngamiensis,10.61,1.025715384,2.361796953,,,
Typhlacontias_punctatissimus,13.41,1.127428778,2.596000697,,,
Typhlacontias_rohani,15.54,1.191451014,2.743417345,,,
Typhlacontias_rudebecki,11.49,1.060320029,2.441477092,,,
Typhlomys_cinereus,31.20,1.494154594,3.440418095,,,
Typhlonectes_compressicauda,600.00,2.77815125,6.396929655,,,
Typhlonectes_natans,600.00,2.77815125,6.396929655,,,
Typhlops_angolensis,36.78,1.565611725,3.604954219,,,
Typhlops_ater,2.35,0.371067862,0.854415328,,,
Typhlops_brongersmianus,12.88,1.109915863,2.555675721,,,
Typhlops_costaricensis,17.54,1.244029589,2.864483987,,,
Typhlops_depressiceps,13.24,1.121887985,2.583242551,,,
Typhlops_diardi,30.00,1.477121255,3.401197382,,,
Typhlops_inornatus,2.71,0.432969291,0.996948635,,,
Typhlops_lehneri,2.97,0.472756449,1.088561953,,,
Typhlops_lineolatus,66.62,1.823604628,4.199004833,,,
Typhlops_microstomus,24.59,1.390758529,3.202339856,,,
Typhlops_minuisquamus,5.83,0.765668555,1.763017,,,
Typhlops_muelleri,34.42,1.536810866,3.538637791,,,
Typhlops_pallidus,8.21,0.914343157,2.105352923,,,
Typhlops_punctatus,130.70,2.116275588,4.872904621,,,
Typhlops_reticulatus,53.26,1.726401162,3.97518558,,,
Typhlops_schlegelii,1.25,0.096910013,0.223143551,,,
Typhlops_sudanensis,53.26,1.726401162,3.97518558,,,
Typhlops_trinitatus,5.16,0.712649702,1.640936579,,,
Typhlops_vermicularis,16.11,1.20709554,2.779440197,,,
Typhlosaurus_aurantiacus,254.25,2.405260962,5.538318035,,,
Typhlosaurus_braini,207.27,2.316536447,5.334022291,,,
Typhlosaurus_caecus,254.25,2.405260962,5.538318035,,,
Typhlosaurus_cregoi,231.74,2.365001003,5.445616054,,,
Typhlosaurus_gariepensis,21.99,1.342225229,3.090587805,,,
Typhlosaurus_lineatus,82.03,1.913972712,4.407085034,,,
Typhlosaurus_lomii,33.47,1.524655712,3.510649515,,,
Typhlosaurus_meyeri,169.58,2.229374631,5.133324792,,,
Typhlosaurus_vermis,603.23,2.780482932,6.40229855,,,
Tyranneutes_stolzmanni,7.30,0.86332286,1.987874348,,,
Tyranneutes_virescens,7.50,0.875061263,2.014903021,,,
Tyrannopsis_sulphurea,56.37,1.751048035,4.031937102,,,
Tyrannosaurus_,6342800.00,6.802281018,15.66283087,,,
Tyrannulus_elatus,7.32,0.864511081,1.990610328,,,
Tyrannus_albogularis,37.10,1.56937391,3.61361697,,,
Tyrannus_caudifasciatus,45.41,1.657151502,3.815732345,,,
Tyrannus_couchii,39.80,1.599883072,3.683866912,,,
Tyrannus_crassirostris,56.55,1.752432609,4.035125203,,,
Tyrannus_cubensis,99.13,1.996205106,4.59643212,,,
Tyrannus_dominicensis,51.52,1.711975854,3.941970082,,,
Tyrannus_forficatus,39.39,1.595385981,3.673511977,,,
Tyrannus_melancholicus,38.27,1.582858462,3.644666299,,,
Tyrannus_niveigularis,34.40,1.536558443,3.538056564,,,
Tyrannus_savana,33.34,1.522965595,3.506757877,,,
Tyrannus_tyrannus,43.39,1.63738965,3.770229,,,
Tyrannus_verticalis,41.31,1.616055195,3.721104601,,,
Tyrannus_vociferans,45.85,1.66133934,3.825375199,,,
Tyto_alba,445.45,2.648798963,6.099085007,,,
Tyto_alba_alba,350.00,2.544068044,5.857933154,,,
Tyto_alba_delicatula,470.00,2.672097858,6.152732695,,,
Tyto_alba_guttata,331.50,2.520483533,5.80362781,,,
Tyto_alba_javanica,583.50,2.76604086,6.369044452,,,
Tyto_alba_pratincola,520.00,2.716003344,6.253828812,,,
Tyto_alba_punctatissima,264.00,2.421603927,5.575949103,,,
Tyto_aurantia,521.71,2.717429161,6.257111878,,,
Tyto_capensis,425.31,2.628705594,6.052818315,,,
Tyto_capensis_longimembris,434.00,2.63748973,6.073044534,,,
Tyto_delicatula,381.60,2.581608366,5.94437294,,,
Tyto_deroepstorffi,381.60,2.581608366,5.94437294,,,
Tyto_glaucops,451.66,2.65481163,6.112929684,,,
Tyto_inexspectata,521.71,2.717429161,6.257111878,,,
Tyto_longimembris,352.50,2.547159121,5.865050622,,,
Tyto_manusi,576.17,2.760550642,6.356402756,,,
Tyto_multipunctata,503.44,2.701947719,6.221464539,,,
Tyto_nigrobrunnea,521.71,2.717429161,6.257111878,,,
Tyto_novaehollandiae,603.38,2.780590911,6.402547181,,,
Tyto_novaehollandiae_castanops,875.00,2.942008053,6.774223886,,,
Tyto_novaehollandiae_novaehollandiae,654.50,2.815909651,6.483871585,,,
Tyto_rosenbergii,521.71,2.717429161,6.257111878,,,
Tyto_sororcula,576.17,2.760550642,6.356402756,,,
Tyto_soumagnei,303.50,2.482158695,5.71538161,,,
Tyto_tenebricosa,695.24,2.842134751,6.54425711,,,
Uma_exsul,19.79,1.296445794,2.98517676,,,
Uma_inornata,37.55,1.574609941,3.625673378,,,
Uma_notata,38.29,1.583085366,3.645188765,,,
Uma_paraphygas,17.40,1.240549248,2.856470206,,,
Uma_rufopunctata,22.49,1.351989455,3.113070766,,,
Uma_scoparia,27.50,1.439332694,3.314186005,,,
Umbra_krameri,4.11,0.613841822,1.413423029,,,
Umbra_limi,14.65,1.165869073,2.684512747,,,
Umbravaga_pygmaea,5.83,0.765668555,1.763017,,,
Umbrina_cirrosa,3100.00,3.491361694,8.03915739,,,
Umbrina_roncador,2490.00,3.396199347,7.820037989,,,
Uncia_uncia,32469.83,4.511480015,10.38806663,,,
Underwoodisaurus_milii,18.11,1.25791845,2.896464272,,,
Underwoodisaurus_sphyrurus,7.17,0.855519156,1.969905655,,,
Ungaliophis_continentalis,167.54,2.224118511,5.121222129,,,
Ungaliophis_panamensis,114.50,2.058805487,4.740574823,,,
Upeneichthys_lineatus,1449.19,3.161123933,7.278756846,,,
Upeneus_asymmetricus,29.00,1.462397998,3.36729583,,,
Upeneus_moluccensis,131.21,2.117967727,4.876800917,,,
Upeneus_sulphureus,18.00,1.255272505,2.890371758,,,
Upeneus_taeniopterus,213.00,2.328379603,5.361292166,,,
Upeneus_tragula,43.70,1.640481437,3.777348102,,,
Upeneus_vittatus,104.00,2.017033339,4.644390899,,,
Uperoleia_altissima,0.93,-0.031517051,-0.072570693,,,
Uperoleia_arenicola,0.74,-0.13076828,-0.301105093,,,
Uperoleia_borealis,1.71,0.23299611,0.536493371,,,
Uperoleia_capitulata,1.45,0.161368002,0.371563556,,,
Uperoleia_crassa,0.91,-0.040958608,-0.094310679,,,
Uperoleia_fusca,0.86,-0.065501549,-0.15082289,,,
Uperoleia_glandulosa,1.34,0.127104798,0.292669614,,,
Uperoleia_inundata,1.32,0.120573931,0.277631737,,,
Uperoleia_laevigata,1.31,0.117271296,0.270027137,,,
Uperoleia_lithomoda,1.28,0.10720997,0.246860078,,,
Uperoleia_littlejohni,1.10,0.041392685,0.09531018,,,
Uperoleia_martini,0.59,-0.229147988,-0.527632742,,,
Uperoleia_micromeles,0.70,-0.15490196,-0.356674944,,,
Uperoleia_mimula,1.50,0.176091259,0.405465108,,,
Uperoleia_minima,1.01,0.004321374,0.009950331,,,
Uperoleia_mjobergii,0.87,-0.060480747,-0.139262067,,,
Uperoleia_rugosa,1.38,0.139879086,0.322083499,,,
Uperoleia_talpa,1.65,0.217483944,0.500775288,,,
Uperoleia_trachyderma,0.62,-0.207608311,-0.478035801,,,
Uperoleia_tyleri,1.04,0.017033339,0.039220713,,,
Upucerthia_albigula,39.90,1.600972896,3.686376324,,,
Upucerthia_andaecola,34.00,1.531478917,3.526360525,,,
Upucerthia_dumetaria,48.80,1.688419822,3.887730313,,,
Upucerthia_dumetaria_dumetaria,53.20,1.725911632,3.974058396,,,
Upucerthia_dumetaria_hypoleuca,51.60,1.712649702,3.943521672,,,
Upucerthia_jelskii,40.10,1.603144373,3.691376334,,,
Upucerthia_ruficauda,41.00,1.612783857,3.713572067,,,
Upucerthia_saturatior,48.80,1.688419822,3.887730313,,,
Upucerthia_serrana,48.70,1.687528961,3.88567903,,,
Upucerthia_validirostris,35.70,1.552668216,3.575150689,,,
Upupa_africana,66.25,1.821185883,4.193435465,,,
Upupa_epops,70.00,1.84509804,4.248495242,,,
Upupa_epops_saturata,87.00,1.939519253,4.465908119,,,
Upupa_marginata,79.85,1.90227492,4.380149875,,,
Uracentron_azureum,18.75,1.273001272,2.931193752,,,
Uracentron_flaviceps,48.89,1.689220037,3.889572877,,,
Uraeginthus_angolensis,10.92,1.038222638,2.39059597,,,
Uraeginthus_bengalus,10.17,1.007320953,2.31944221,,,
Uraeginthus_cyanocephalus,10.03,1.001300933,2.305580602,,,
Uraeginthus_granatina,12.85,1.108903128,2.553343811,,,
Uraeginthus_granatinus,11.80,1.071882007,2.468099531,,,
Uraeginthus_ianthinogaster,14.92,1.173768823,2.702702595,,,
Uragus_sibiricus,18.14,1.258637283,2.898119445,,,
Uranomys_ruddi,44.02,1.643650038,3.784644076,,,
Uranoscodon_superciliosus,81.33,1.910250772,4.398514952,,,
Uranoscopus_scaber,940.00,2.973127854,6.845879875,,,
Uratelornis_chimaera,226.00,2.354108439,5.420534999,,,
Uria_aalge,1029.49,3.012622132,6.936818813,,,
Uria_aalge_californica,991.00,2.996073654,6.898714534,,,
Uria_lomvia,1014.09,3.0060765,6.921746938,,,
Urochroa_bougueri,12.26,1.08849047,2.506341931,,,
Urocissa_caerulea,257.99,2.411602873,5.552920824,,,
